1,"My background is in software engineering, and I have focused on learning Node.js and Python, along with SQL. I worked on an internal task tracker, which helped me understand how to apply these skills in a practical way. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,3,5,3.65,Good
2,"I recently completed my background in mechanical engineering, and during that time I became comfortable with basic Python and problem solving. I worked on a small design optimization project, which helped me understand how to apply these skills in a practical way. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,4,4,3.40,Good
3,"My background is in electronics and communication, where I built my basics in embedded systems and Arduino. One project I enjoyed was a line follower robot, and it gave me good exposure to real problem solving. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,5,3,3.75,Good
4,"My background is in product management, and I have focused on learning SQL and user research, and I also picked up cross-functional work. I had a chance to work on a feature discovery project, and that made me more confident about using my skills. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,4,3,3,3.60,Good
5,"My background is in product management, where I built my basics in SQL and cross-functional work, and I also picked up user research. I also completed a user onboarding improvement study, where I learned how to work in a structured way. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,4,3,3.85,Good
6,"I am a fresher with a background in product management, and I have focused on learning user research and analytics, along with cross-functional work. I also completed a retention analysis initiative, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I like work that gives me a chance to combine technical understanding with clear execution. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,5,3,3.75,Good
7,"I am a business analyst, and I have focused on learning process mapping and requirements gathering. I also completed a process improvement case study, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,5,3,3.85,Good
8,"I am a fresher with a background in data analytics, and I have focused on learning Power BI and SQL, along with Python. I also completed a customer segmentation study, where I learned how to work in a structured way. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
9,"My background is in electronics and communication, where I built my basics in PCB basics and C. One project I enjoyed was a home automation project, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I like work that gives me a chance to combine technical understanding with clear execution. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,5,3,3.85,Good
10,"I recently completed my background in data analytics, and I have focused on learning data cleaning and Python, along with Excel. I worked on a churn analysis project, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,5,3,3.75,Good
11,"My background is in civil engineering, and during that time I became comfortable with AutoCAD and site coordination. I also completed a project scheduling model, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,5,3,3.85,Good
12,"I am a fresher with a background in general, where I built my basics in basic SQL and communication. I had a chance to work on a process improvement assignment, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I usually do well when the expectations are clear and I can keep improving with regular feedback. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,5,4,3.65,Good
13,"I am from a data analytics background, and during that time I became comfortable with SQL and Excel. I worked on an operations reporting dashboard, which helped me understand how to apply these skills in a practical way. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,3,4,4,3.40,Good
14,"My background is in product management, where I built my basics in user research and SQL. One project I enjoyed was a feature discovery project, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",5,3,3,3,3.70,Good
15,"I am a fresher with a background in product management, where I built my basics in user research and cross-functional work. I worked on a product experiment review, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,5,3,3.85,Good
16,"I recently completed my background in software engineering, and during that time I became comfortable with Node.js and JavaScript, along with Python. I also completed an e-commerce feature module, where I learned how to work in a structured way. I am still learning, but I like taking feedback and improving step by step. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,5,3,3.85,Good
17,"I recently completed my background in general, and during that time I became comfortable with Excel and teamwork. One project I enjoyed was a process improvement assignment, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,3,5,3.65,Good
18,"I am from a self-taught background, where I built my basics in CSS and Git, and I also picked up React. One project I enjoyed was a to-do application, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.60,Good
19,"I am a fresher with a background in general, and I have focused on learning Excel and basic SQL, and I also picked up communication. One project I enjoyed was a college team project, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,5,3,3.75,Good
20,"I recently completed my background in product management, where I built my basics in analytics and SQL, along with cross-functional work. I had a chance to work on a feature discovery project, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
21,"I am a data analyst, and I have focused on learning data cleaning and SQL. I had a chance to work on a churn analysis project, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,5,3,3.75,Good
22,"I am a fresh graduate, and I have focused on learning problem solving and Excel. I worked on a college team project, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,3,5,3.65,Good
23,"My background is in general, and I have focused on learning teamwork and communication. I also completed a process improvement assignment, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,5,4,3,3.75,Good
24,"My background is in data analytics, and I have focused on learning SQL and Power BI, along with Python. I had a chance to work on an operations reporting dashboard, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,5,3,3.75,Good
25,"My background is in computer science, and I have focused on learning Java and machine learning basics, and I also picked up web development. I had a chance to work on a sentiment analysis project, and that made me more confident about using my skills. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,5,4,3,3.75,Good
26,"My background is in computer science, and I have focused on learning SQL and Python. I worked on a student attendance system, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I like work that gives me a chance to combine technical understanding with clear execution. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,5,3,3.75,Good
27,"My background is in quality assurance, and I have focused on learning API testing and Selenium. I also completed a defect reduction initiative, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I usually do well when the expectations are clear and I can keep improving with regular feedback. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,4,4,3.75,Good
28,"I am a data analyst, and I have focused on learning Python and Power BI. I also completed a sales dashboard, where I learned how to work in a structured way. I am still learning, but I like taking feedback and improving step by step. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
29,"I am a fresher with a background in sales, where I built my basics in presentation and CRM tools, along with client communication. One project I enjoyed was a campaign tracking dashboard, and it gave me good exposure to real problem solving. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
30,"I am a data analyst, and during that time I became comfortable with Python and Power BI, and I also picked up data cleaning. I worked on a churn analysis project, which helped me understand how to apply these skills in a practical way. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",3,5,4,3,3.75,Good
31,"My background is in business analysis, and I have focused on learning requirements gathering and process mapping. I worked on a requirements documentation project, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,4,4,3.65,Good
32,"I am from a mechanical engineering background, where I built my basics in AutoCAD and SolidWorks. One project I enjoyed was a low-cost fabrication project, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I like work that gives me a chance to combine technical understanding with clear execution. I want to start in a role where I can learn from a strong team and keep growing steadily.",3,4,4,4,3.65,Good
33,"I am a MBA student, where I built my basics in Excel and communication. I worked on a customer survey analysis, which helped me understand how to apply these skills in a practical way. My goal is to build a solid career in this field and take on more responsibility over time.",3,4,4,4,3.65,Good
34,"I am a MBA student, and during that time I became comfortable with communication and market research, along with Excel. I worked on a sales performance dashboard, which helped me understand how to apply these skills in a practical way. I enjoy learning by doing and I try to stay consistent with practice. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,4,3,3.85,Good
35,"I am a fresher with a background in computer science, and during that time I became comfortable with SQL and machine learning basics. One project I enjoyed was a hostel management website, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.70,Good
36,"My background is in general, where I built my basics in Excel and communication. One project I enjoyed was a college team project, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,4,4,3.65,Good
37,"I recently completed my background in sales, and I have focused on learning Excel and problem solving, and I also picked up CRM tools. One project I enjoyed was a campaign tracking dashboard, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",4,3,3,5,3.65,Good
38,"I am a software developer, and I have focused on learning JavaScript and Python, and I also picked up SQL. I also completed a chat application, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,3,5,3,3.85,Good
39,"I am from a mba background, where I built my basics in Excel and stakeholder coordination. I also completed a pricing research assignment, where I learned how to work in a structured way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,4,3.75,Good
40,"I am a fresher with a background in computer science, and I have focused on learning SQL and Java, and I also picked up machine learning basics. I also completed a resume screening mini app, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,4,3.75,Good
41,"I am a fresher with a background in quality assurance, and I have focused on learning manual testing and Selenium, and I also picked up test cases. I also completed an API validation project, where I learned how to work in a structured way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,4,4,3.65,Good
42,"My background is in product management, and during that time I became comfortable with roadmap planning and analytics, along with cross-functional work. I worked on a product experiment review, which helped me understand how to apply these skills in a practical way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
43,"I am a self-taught web developer, and I have focused on learning CSS and Git, and I also picked up HTML. I worked on a small freelance booking site, which helped me understand how to apply these skills in a practical way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.60,Good
44,"I am a fresher with a background in quality assurance, and I have focused on learning manual testing and API testing. I worked on a defect reduction initiative, which helped me understand how to apply these skills in a practical way. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,5,3,3.85,Good
45,"I am a fresher with a background in self-taught, where I built my basics in HTML and JavaScript. I had a chance to work on a small freelance booking site, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,3,3,3.60,Good
46,"I am from a sales background, where I built my basics in client communication and presentation. I also completed a lead conversion analysis project, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,3,4,4,3.40,Good
47,"My background is in business analysis, where I built my basics in SQL and requirements gathering. I had a chance to work on a reporting workflow redesign, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.60,Good
48,"I am a internship candidate, where I built my basics in basic SQL and teamwork. I had a chance to work on a process improvement assignment, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. I usually do well when the expectations are clear and I can keep improving with regular feedback. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
49,"I am from a data analytics background, and I have focused on learning Excel and SQL. I also completed a sales dashboard, where I learned how to work in a structured way. I am still learning, but I like taking feedback and improving step by step. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,3,5,3,3.85,Good
50,"I am a fresher with a background in software engineering, and during that time I became comfortable with Node.js and REST APIs. I had a chance to work on an internal task tracker, and that made me more confident about using my skills. I want to start in a role where I can learn from a strong team and keep growing steadily.",4,4,4,3,3.85,Good
51,"I am a self-taught web developer, where I built my basics in JavaScript and React. I also completed a to-do application, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,4,4,4,3.65,Good
52,"My background is in electronics and communication, and I have focused on learning Arduino and Python, and I also picked up embedded systems. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,4,3,3.85,Good
53,"My background is in mechanical engineering, where I built my basics in Excel and SolidWorks. One project I enjoyed was a maintenance tracking dashboard, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. I usually do well when the expectations are clear and I can keep improving with regular feedback. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.40,Good
54,"I am a fresher with a background in general, and during that time I became comfortable with problem solving and teamwork, along with Excel. I also completed a college team project, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,5,4,3,3.75,Good
55,"I am from a civil engineering background, where I built my basics in Excel and quantity estimation. One project I enjoyed was a drainage design assignment, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,3,3,3.60,Good
56,"My background is in quality assurance, where I built my basics in manual testing and API testing, along with Selenium. I had a chance to work on an API validation project, and that made me more confident about using my skills. Most of my experience is still at an early stage, but I am serious about building in this area. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,3,3,3.60,Good
57,"My background is in data analytics, and I have focused on learning Excel and data cleaning. I also completed a sales dashboard, where I learned how to work in a structured way. I enjoy learning by doing and I try to stay consistent with practice. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.70,Good
58,"My background is in mba, and I have focused on learning Excel and market research, and I also picked up Power BI. I also completed a sales performance dashboard, where I learned how to work in a structured way. Most of my experience is still at an early stage, but I am serious about building in this area. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",4,4,3,3,3.60,Good
59,"I recently completed my background in mba, where I built my basics in Power BI and Excel. I had a chance to work on a market entry case project, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,3,5,3.65,Good
60,"I am a MBA student, and I have focused on learning market research and Excel, and I also picked up stakeholder coordination. I had a chance to work on a sales performance dashboard, and that made me more confident about using my skills. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,4,4,4,3.65,Good
61,"I am a electronics student, and I have focused on learning Python and C. One project I enjoyed was a line follower robot, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",3,3,5,4,3.65,Good
62,"I am a self-taught web developer, where I built my basics in CSS and JavaScript. One project I enjoyed was a local business landing page, and it gave me good exposure to real problem solving. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
63,"I am from a electronics and communication background, and during that time I became comfortable with C and Python, along with Arduino. I had a chance to work on an Arduino-based monitoring system, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,5,4,3,3.75,Good
64,"I am a fresher with a background in electronics and communication, and during that time I became comfortable with PCB basics and Arduino. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. I am still learning, but I like taking feedback and improving step by step. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,4,4,3,3.85,Good
65,"I am from a electronics and communication background, and during that time I became comfortable with Arduino and embedded systems, and I also picked up PCB basics. One project I enjoyed was a smart irrigation prototype, and it gave me good exposure to real problem solving. I am still learning, but I like taking feedback and improving step by step. I like work that gives me a chance to combine technical understanding with clear execution. My goal is to build a solid career in this field and take on more responsibility over time.",4,3,5,3,3.85,Good
66,"I recently completed my background in general, where I built my basics in teamwork and problem solving. One project I enjoyed was a college team project, and it gave me good exposure to real problem solving. Most of my experience is still at an early stage, but I am serious about building in this area. My goal is to build a solid career in this field and take on more responsibility over time.",4,4,4,3,3.85,Good
67,"My background is in mechanical engineering, and I have focused on learning problem solving and SolidWorks, and I also picked up AutoCAD. I worked on a production planning mini project, which helped me understand how to apply these skills in a practical way. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",3,3,4,4,3.40,Good
68,"I am from a product management background, and during that time I became comfortable with user research and cross-functional work. I worked on a user onboarding improvement study, which helped me understand how to apply these skills in a practical way. I am still learning, but I like taking feedback and improving step by step. A lot of my learning came from academic work, small projects, and self-study, so I try to keep my understanding practical. I am looking for an opportunity where I can apply what I know and improve through hands-on work.",5,3,3,3,3.70,Good
69,"I am from a electronics and communication background, where I built my basics in Python and PCB basics. I had a chance to work on a smart irrigation prototype, and that made me more confident about using my skills. I enjoy learning by doing and I try to stay consistent with practice. I have also done internship or team-based work where I had to manage deadlines and communicate updates clearly. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.40,Good
70,"I am a fresher with a background in mechanical engineering, where I built my basics in Excel and problem solving. I also completed a small design optimization project, where I learned how to work in a structured way. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. In the next few years I want to become someone people can rely on for both execution and problem solving.",3,4,4,4,3.65,Good
71,"I am a fresher with a background in computer science, and I have focused on learning Java and SQL, and I also picked up DSA. One project I enjoyed was a resume screening mini app, and it gave me good exposure to real problem solving. I am not saying I know everything yet, but I am comfortable picking up work and learning quickly. My goal is to build a solid career in this field and take on more responsibility over time.",3,3,4,4,3.40,Good
72,"My background is in data analytics, where I built my basics in SQL and data cleaning. I also completed a customer segmentation study, where I learned how to work in a structured way. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.70,Good
73,"I am a product associate, and I have focused on learning SQL and cross-functional work. I worked on a retention analysis initiative, which helped me understand how to apply these skills in a practical way. Right now I am looking for a role where I can strengthen my fundamentals and contribute to real projects.",4,3,5,3,3.85,Good
74,"I recently completed my background in business analysis, and I have focused on learning process mapping and SQL, and I also picked up Excel. One project I enjoyed was a KPI dashboard initiative, and it gave me good exposure to real problem solving. I enjoy learning by doing and I try to stay consistent with practice. I like work that gives me a chance to combine technical understanding with clear execution. I want to start in a role where I can learn from a strong team and keep growing steadily.",5,3,3,3,3.70,Good
